dcid,year,debtOutstandingAndDisbursedPPGCurrentUSD
country/SOM,2014,1799261700.8
country/SOM,2015,1758825813.2
country/SOM,2017,1787410260.5
country/SOM,2019,2077434052.5
country/ZAF,1994,7789024059.0
country/ZAF,2004,17778603255.9
country/ZAF,2006,17776254270.2
country/ZAF,2009,23315906588.8
country/ZAF,2012,61120628687.8
country/ZAF,2014,62651352810.0
country/ZAF,2019,102050906956.6
country/ZAF,2020,99429676214.9
country/SLB,1983,27845140.3
country/SLB,1987,93863729.7
country/SLB,1988,100359335.7
country/SLB,1990,103207041.7
country/SLB,2005,144185283.7
country/SLB,2008,137062371.6
country/SLB,2019,98075090.5
country/SLB,1984,36942054.2
country/SLB,1986,70360063.1
country/SLB,1993,94270684.3
country/SLB,1995,100259029.8
country/SLB,1996,100459955.3
country/SLB,1997,96547423.9
country/SLB,2009,132907824.1
country/SLB,2010,125302082.6
country/SLB,2015,81224574.3
country/SLB,2018,96018483.9
country/SOM,1972,96232136.6
country/SOM,1973,118816346.9
country/SOM,1974,153727755.8
country/SOM,1980,473554458.7
country/SOM,1981,863100486.5
country/SOM,1984,1199069745.4
country/SOM,1997,1747703624.9
country/SOM,2010,1878881910.7
country/SOM,2012,1870340509.2
country/SOM,2013,1860267126.4
country/SOM,2016,1743889509.0
country/SOM,2020,2637704867.3
country/ZAF,1996,10347474379.0
country/ZAF,2000,10321874094.0
country/ZAF,2011,44281016295.4
country/ZAF,2015,53907765164.2
country/ZAF,2017,90625120863.4
country/ZAF,2021,95175532839.9
country/SOM,1975,185008662.1
country/SOM,1987,1612581231.6
country/SOM,2000,1730642615.5
country/SOM,2004,1855658122.5
country/SOM,2006,1828226916.9
country/ZAF,1997,16878392969.6
country/ZAF,1998,11929749566.3
country/ZAF,2002,16145318304.5
country/ZAF,2003,18157388738.9
country/ZAF,2007,17830606688.1
country/ZAF,2010,36311284869.3
country/ZAF,2016,69681890290.6
country/LKA,1972,424363257.3
country/LKA,1974,590243085.5
country/LKA,1975,599854849.6
country/LKA,1986,3459288316.2
country/LKA,1991,5671829056.9
country/LKA,1996,7120746962.7
country/LKA,1997,7066083723.1
country/LKA,2000,7944556777.5
country/LKA,2001,7527386635.3
country/LKA,2007,11821805969.3
country/LKA,2010,16429773255.2
country/LKA,2011,18681699405.2
country/LKA,2012,22954102769.6
country/LKA,2020,37168043173.3
country/LKA,1978,976186097.5
country/LKA,1979,1023588662.5
country/LKA,1980,1234979550.4
country/LKA,1983,2121310705.1
country/LKA,1985,2843262124.3
country/LKA,1989,4287172379.2
country/LKA,1993,6030397849.8
country/LKA,1994,6722552908.3
country/LKA,1999,8445457055.7
country/LKA,2004,9869538944.5
country/LKA,2006,10318074777.2
country/LKA,2008,12584314271.1
country/LKA,2009,13642665980.7
country/LKA,2013,25427813567.3
country/LKA,2014,25824603879.2
country/LKA,2019,36986067568.7
country/LKA,2021,36520275631.8
country/LCA,1981,15516307.7
country/LCA,1982,17122202.7
country/LCA,1994,103587527.8
country/LCA,2000,158277401.4
country/LCA,2003,229585698.3
country/LCA,2005,245727085.6
country/LCA,2007,306521618.6
country/LCA,2008,321838852.9
country/LCA,2011,314724168.2
country/LCA,2013,365742223.1
country/LCA,2015,419832827.6
country/LCA,2017,489564714.2
country/LCA,2021,716545615.4
country/LCA,1983,18907707.6
country/LCA,1986,28363855.3
country/LCA,1989,61576723.3
country/LCA,1990,72146247.1
country/LCA,1992,89826226.6
country/LCA,2001,157912447.3
country/LCA,2002,203231974.2
country/LCA,2004,252561066.2
country/LCA,2009,320596574.4
country/LCA,2018,499543992.6
country/VCT,1971,739739.9
country/VCT,1972,775370.6
country/VCT,1977,4743825.9
country/VCT,1978,5687595.1
country/VCT,1979,7234320.1
country/VCT,1980,10327041.1
country/VCT,1981,17016945.8
country/VCT,1983,22612419.7
country/VCT,1995,91327242.2
country/VCT,1997,92160017.1
country/VCT,2006,242460047.8
country/VCT,2012,265034950.5
country/VCT,2021,469820437.1
country/VCT,1970,1455000.0
country/VCT,1975,3447069.1
country/VCT,1982,19623599.3
country/VCT,1984,22775931.2
country/VCT,1986,28359091.2
country/VCT,1991,66767111.7
country/VCT,1992,74686086.8
country/VCT,1993,77978778.3
country/VCT,1998,107902400.8
country/VCT,1999,161446178.8
country/VCT,2000,163254612.9
country/VCT,2001,162366731.7
country/VCT,2004,224527581.4
country/VCT,2005,247838294.1
country/VCT,2013,288664826.2
country/VCT,2018,305372670.5
country/VCT,2020,382752611.3
country/LKA,1984,2354457237.5
country/LKA,1988,4156102419.1
country/LKA,1992,5662390678.9
country/LKA,1998,8074185701.5
country/LKA,2015,27453029834.6
country/LKA,2016,30114410503.0
country/LKA,1970,319158442.4
country/LKA,1971,396488467.8
country/LKA,1973,487196856.5
country/LKA,1976,703581097.3
country/LKA,1977,788830267.8
country/LKA,1981,1518738569.1
country/LKA,1982,1871325568.6
country/LKA,1987,4087623484.9
country/LKA,1990,4951006968.2
country/LKA,1995,7175325335.3
country/LKA,2002,8443996799.0
country/LKA,2003,9201059007.8
country/LKA,2005,9657517198.8
country/LKA,2017,32624255176.7
country/LKA,2018,34354853920.6
country/LCA,1984,20290497.8
country/LCA,1985,23113174.2
country/LCA,1987,41918176.0
country/LCA,1988,52778862.1
country/LCA,1991,76135009.7
country/LCA,1993,96488543.2
country/LCA,1997,119941378.9
country/LCA,1998,127859352.2
country/LCA,2006,257580398.0
country/LCA,2020,603629804.8
country/VCT,1974,3191053.4
country/VCT,1976,3738360.1
country/VCT,1987,38461042.6
country/VCT,1988,45197889.8
country/VCT,1989,50980311.1
country/VCT,2003,195528873.1
country/VCT,2010,277974923.8
country/VCT,2011,281058427.7
country/VCT,2016,306523628.4
country/LCA,1995,111335118.8
country/LCA,1996,121381045.9
country/LCA,1999,131920799.1
country/LCA,2010,326434160.2
country/LCA,2012,347264557.9
country/LCA,2014,381421197.4
country/LCA,2016,432378296.8
country/LCA,2019,542230526.3
country/VCT,1973,2787896.7
country/VCT,1985,24791525.4
country/VCT,1990,60590524.3
country/VCT,1994,91431393.9
country/VCT,1996,93072508.5
country/VCT,2002,172779463.8
country/VCT,2007,199822690.8
country/VCT,2008,231461550.9
country/VCT,2009,227268733.0
country/VCT,2014,313683612.2
country/VCT,2015,318873693.3
country/VCT,2017,313204604.9
country/VCT,2019,336316818.4
country/SDN,1970,293685880.5
country/SDN,1971,326481432.0
country/SDN,1982,5424315438.2
country/SDN,1983,5837586547.9
country/SDN,1985,6601653519.3
country/SDN,1986,7121517690.9
country/SDN,1988,8002750772.2
country/SDN,1992,8983624032.7
country/SDN,1999,8853335976.2
country/SDN,2003,11234722783.4
country/SDN,2008,13307926743.2
country/SDN,2009,13895629412.1
country/SDN,2011,15288269758.4
country/SDN,2016,15621999817.6
country/SDN,2017,15926082656.0
country/SDN,1978,2407749701.2
country/SDN,1981,4505308004.0
country/SDN,1984,6190998606.3
country/SDN,1989,8468902717.8
country/SDN,1993,8993766112.5
country/SDN,2000,10161543362.1
country/SDN,2001,10075366773.0
country/SDN,2004,11721125092.5
country/SDN,2006,12015505135.9
country/SDN,1972,360568728.3
country/SDN,1974,895752846.1
country/SDN,1975,1250817492.3
country/SDN,1979,3261281358.0
country/SDN,1990,9155214430.9
country/SDN,1995,9779426422.4
country/SDN,1996,9369226115.9
country/SDN,1997,8998225165.4
country/SDN,1998,9225862495.3
country/SDN,1973,453406911.6
country/SDN,1976,1657146802.7
country/SDN,1977,2038643520.4
country/SDN,1980,3822271061.0
country/SDN,1987,8043181154.9
country/SDN,1991,9220052624.1
country/SDN,1994,9399864856.2
country/SDN,2007,12913373006.6
country/SDN,2013,16561484772.5
country/SDN,2014,16051572637.3
country/SDN,2002,10673141253.9
country/SDN,2005,11308121818.8
country/SDN,2010,14637724839.5
country/SDN,2012,15874516711.5
country/SDN,2019,16432185065.0
country/SDN,2020,16708152330.2
country/SDN,2021,15305030658.7
country/SDN,2015,15886011953.9
country/SDN,2018,15699813192.7
country/SYR,2008,4747170822.6
country/SYR,2012,3955480469.3
country/SYR,2015,3528277984.4
country/SYR,2018,3647090821.1
country/SYR,2019,3634865796.6
country/SYR,2009,4490647537.9
country/SYR,2011,4005638608.3
country/SYR,2013,3906412593.0
country/SYR,2010,4284407470.4
country/SYR,2014,3671617520.3
country/SYR,2017,3653664156.6
country/SYR,2020,3751183313.2
country/SYR,2016,3497197361.4
country/SYR,2021,3632210267.2
country/TJK,1992,9731000.0
country/TJK,1993,382514000.0
country/TJK,1997,656870000.0
country/TJK,1998,691213447.9
country/TJK,2000,755073275.5
country/TJK,2002,902438467.3
country/TJK,2008,1378916877.9
country/TJK,2013,2010512876.5
country/TJK,2015,2092613628.8
country/TJK,2017,2825065893.5
country/TJK,2001,761609230.7
country/TJK,2016,2168767877.3
country/TJK,2019,2831179087.1
country/TJK,2021,3185802041.0
country/TJK,1996,653471000.0
country/TJK,1999,733689738.9
country/TJK,2003,911502930.5
country/TJK,2004,807299588.8
country/TJK,2006,832405978.4
country/TJK,2011,1966046663.2
country/TJK,2014,1983764111.1
country/TJK,2018,2847716918.1
country/TJK,2020,3113987808.8
country/TJK,1994,559618000.0
country/TJK,1995,586995000.0
country/TJK,2005,821072009.5
country/TJK,2007,1067270172.1
country/TJK,2009,1606209064.5
country/TJK,2010,1805928324.0
country/TJK,2012,1999580830.9
country/TZA,1971,1143689697.2
country/TZA,1979,2793016062.5
country/TZA,1982,3723451439.0
country/TZA,1985,4634577895.4
country/TZA,1986,4425241300.2
country/TZA,1987,4835387667.7
country/TZA,1989,5278905985.2
country/TZA,1992,5861406655.7
country/TZA,1996,6106405672.6
country/TZA,1998,6328374919.4
country/TZA,2003,6022217197.0
country/TZA,2012,7895133498.1
country/TZA,2017,14562415330.0
country/TZA,2021,18916788580.3
country/TZA,1972,1282103632.7
country/TZA,1973,1537057800.2
country/TZA,1977,2564194294.9
country/TZA,1984,3995432130.7
country/TZA,1993,5805604411.7
country/TZA,1997,6016238947.2
country/TZA,1999,6567038492.8
country/TZA,2002,6011955020.8
country/TZA,2004,6547560093.8
country/TZA,2008,3760782239.6
country/TZA,2010,5697953703.1
country/TZA,2014,11425159235.9
country/TZA,2018,15310429294.9
country/TZA,2020,17626577622.7
country/TZA,1970,173359339.6
country/TZA,1974,1667753125.2
country/TZA,1975,1867951712.8
country/TZA,1976,2070620491.8
country/TZA,1978,3016681649.2
country/TZA,1980,3300013469.0
country/TZA,1981,3659567364.0
country/TZA,1991,5803274409.2
country/TZA,1994,6130774373.0
country/TZA,2005,6484734179.2
country/TZA,2009,4728955281.3
country/TZA,2011,6653106003.3
country/TZA,2016,13104386312.1
country/TZA,2019,16852244908.7
country/TZA,1983,3969820602.5
country/TZA,1988,5251949643.9
country/TZA,1990,5773563497.5
country/TZA,1995,6210766831.3
country/TZA,2000,5986243859.0
country/TZA,2001,5543276875.8
country/TZA,2006,2474341533.4
country/TZA,2007,3209774285.6
country/TZA,2013,10194411636.4
country/TZA,2015,12496986929.9
country/THA,1970,324072108.9
country/THA,1971,356828839.7
country/THA,1977,1101738218.2
country/THA,1980,3943306277.6
country/THA,1986,11520154415.2
country/THA,1989,12512520594.3
country/THA,1991,13309405224.6
country/THA,1996,16929031380.9
country/THA,1999,31322985370.3
country/THA,2000,29462359755.9
country/THA,2010,15928879168.2
country/THA,2011,20455667676.6
country/THA,2018,35877715169.8
country/TLS,2013,7314579.3
country/TLS,2021,232407556.6
country/TGO,1972,47046592.5
country/TGO,1975,167680508.0
country/TGO,1977,384619638.7
country/TGO,1979,982114495.8
country/TGO,1980,969514299.5
country/TGO,1983,790972653.6
country/TGO,1984,676794114.8
country/TGO,1985,786492031.1
country/TGO,1995,1285413462.8
country/TGO,1998,1325151414.0
country/TGO,2005,1439529599.4
country/TGO,2009,1475220958.9
country/TGO,2010,998854062.0
country/TGO,2013,585012179.8
country/TGO,2016,988612235.1
country/TGO,2019,1369930608.7
country/THA,1979,2695023459.9
country/THA,1981,5017005799.5
country/THA,1983,6901743100.3
country/THA,1985,9853924520.6
country/THA,1992,13362975860.1
country/THA,1993,14775865061.2
country/THA,1994,16265779733.3
country/THA,1995,16880501586.0
country/THA,2003,17711636377.1
country/THA,2005,12601976733.5
country/THA,2012,26541975734.4
country/THA,2019,39207010349.3
country/TLS,2015,45718755.2
country/TLS,2016,70518575.3
country/TGO,1978,709759026.7
country/TGO,1986,885341379.6
country/TGO,1996,1309367385.7
country/TGO,1997,1213053369.8
country/TGO,2001,1203790026.6
country/TGO,2002,1335739734.6
country/TGO,2004,1598486796.3
country/TGO,2006,1538154767.3
country/TGO,2011,364891918.4
country/TGO,2017,1157313154.7
country/THA,1973,441490376.2
country/THA,1974,512893354.9
country/THA,1976,822733646.1
country/THA,1978,1746880871.9
country/THA,1982,6033753228.4
country/THA,1987,13911921228.4
country/THA,1988,13285289636.6
country/THA,1990,12530932572.7
country/THA,1997,22323906125.7
country/THA,1998,28114389780.3
country/THA,2001,26217650575.9
country/THA,2002,22533779816.3
country/THA,2006,10686626376.5
country/THA,2008,9858606321.6
country/THA,2013,25803520967.7
country/THA,2015,22396309168.1
country/THA,2017,29520818003.8
country/THA,2020,35408189918.2
country/THA,2021,36135971678.9
country/TLS,2012,10000.0
country/TLS,2014,21841087.5
country/TLS,2017,110538690.0
country/TLS,2019,191217193.5
country/TGO,1970,39762347.3
country/TGO,1974,126498168.2
country/TGO,1982,787658451.6
country/TGO,1989,936926500.1
country/TGO,1991,1139263626.6
country/TGO,1993,1126673421.6
country/TGO,1999,1286573465.6
country/TGO,2000,1229633542.9
country/TGO,2014,707264754.8
country/TGO,2020,1754965619.2
country/THA,1972,386011687.8
country/THA,1975,616117539.0
country/THA,1984,7186415597.7
country/THA,2004,14910663157.9
country/THA,2007,8940516715.0
country/THA,2009,10667987111.1
country/THA,2014,25204913450.9
country/THA,2016,23168664451.1
country/TLS,2018,144718419.8
country/TLS,2020,220237139.9
country/TGO,1971,46894651.9
country/TGO,1973,69512425.4
country/TGO,1976,233035784.3
country/TGO,1981,846420784.8
country/TGO,1987,1047504685.1
country/TGO,1988,1057686435.4
country/TGO,1990,1080511815.9
country/TGO,1992,1134850187.1
country/TGO,1994,1227914967.9
country/TGO,2003,1497663898.3
country/TGO,2007,1637822930.1
country/TGO,2008,1465904617.8
country/TGO,2012,445469956.2
country/TGO,2015,833390843.1
country/TGO,2018,1180710884.9
country/TGO,2021,1765083499.9
country/TON,1986,28438950.0
country/TON,1987,35556245.2
country/TON,1990,44453028.0
country/TON,1994,57640380.3
country/TON,1997,57649497.8
country/TON,1998,64194097.4
country/TON,2004,83389013.3
country/TON,2009,104575697.8
country/TON,2014,186388150.9
country/TON,2018,177847621.8
country/TON,2019,177546938.5
country/TUN,1974,935302314.5
country/TUN,1985,4457269727.2
country/TUN,1990,6661573070.0
country/TUN,1992,7201892103.7
country/TUN,1995,9023471073.6
country/TUN,2000,8888330085.3
country/TUN,2010,14865157120.7
country/TUN,2013,16980216295.5
country/TUN,2014,17039865704.5
country/TUN,2020,25703086227.9
country/TUR,1971,2231325317.4
country/TUR,1984,16571790063.2
country/TUR,1986,24996941354.0
country/TUR,1987,31684182463.8
country/TUR,1992,40462716153.6
country/TUR,1998,50008216178.4
country/TUR,2000,55736411677.6
country/TUR,2005,64436027296.7
country/TUR,2008,83916502475.3
country/TUR,2011,95225327622.8
country/TUR,2015,103391806065.9
country/TKM,1994,346320365.8
country/TKM,1997,1338197230.3
country/TON,1991,44235161.5
country/TON,2003,82864458.8
country/TON,2010,143506405.5
country/TON,1985,23828074.2
country/TON,1988,36969875.0
country/TON,1989,38080012.4
country/TON,1993,43671811.7
country/TON,2006,81568995.0
country/TON,2007,86468615.1
country/TON,2011,181062254.8
country/TON,2012,187845782.4
country/TON,2015,175219326.9
country/TON,2021,186246381.5
country/TON,1992,42632995.3
country/TON,1995,62794187.2
country/TON,1996,62485061.3
country/TON,1999,68673450.9
country/TON,2000,65000615.6
country/TON,2001,62558642.1
country/TON,2002,71779705.5
country/TON,2005,79506330.5
country/TON,2008,88823303.6
country/TON,2013,189424773.0
country/TON,2016,165564622.2
country/TON,2017,183700121.5
country/TON,2020,185100964.1
country/TUN,1971,624676154.3
country/TUN,1972,699125154.8
country/TUN,1975,1034781671.1
country/TUN,1979,3018923275.7
country/TUN,1981,3316272894.0
country/TUN,1982,3503934492.5
country/TUN,1987,6066818566.4
country/TUN,1989,6103787281.6
country/TUN,1991,7110457220.4
country/TUN,2001,9112725678.2
country/TUN,2002,10978918010.0
country/TUN,2005,13101878630.9
country/TUN,1973,817759673.9
country/TUN,1976,1197716372.2
country/TUN,1983,3819710519.8
country/TUN,1984,3706509758.7
country/TUN,1993,7417017190.7
country/TUN,1994,8007114356.2
country/TUN,1996,9377816627.0
country/TUN,2007,14700261330.3
country/TUN,2009,15042008314.2
country/TUN,2011,15124957293.6
country/TUN,2016,18643314877.7
country/TUN,2017,22296096252.6
country/TUN,2021,23064462802.2
country/TUR,1974,3164121915.4
country/TUR,1973,2888009180.0
country/TUR,1975,3210639386.7
country/TUR,1995,50317002773.5
country/TUR,1996,49199186165.8
country/TUR,2002,59605388719.9
country/TUR,2009,87184897955.5
country/TUR,2013,106348366849.9
country/TUR,2016,108332860774.7
country/TUR,2019,128689965934.6
country/TUR,1977,4471164698.7
country/TUR,1979,11041362760.8
country/TUR,1980,15040434135.0
country/TUR,1985,19568372741.0
country/TUR,1988,33742055799.5
country/TUR,1989,34989899329.7
country/TUR,1990,38870339195.2
country/TUR,2001,53691106817.5
country/TUR,2003,65585464344.2
country/TUR,2012,100204873925.0
country/TKM,1993,276435325.0
country/TKM,2000,2271305528.7
country/TKM,2001,1855919905.1
country/TKM,2002,1583048048.2
country/TKM,2003,1445254581.4
country/TKM,2005,877830723.3
country/TKM,2006,730469932.0
country/TKM,2010,1513130739.8
country/TKM,2015,6868894345.3
country/TKM,2016,7891830350.8
country/TKM,1995,384852891.0
country/TKM,1998,1869814984.4
country/TKM,1999,2311178372.3
country/TKM,2007,674253666.7
country/TKM,2008,666171906.8
country/TKM,2009,596040639.1
country/TKM,2011,4108655976.5
country/TKM,2018,7722184515.8
country/TKM,2020,5342213107.0
country/TKM,2021,4386482786.6
country/TUN,1970,545930003.2
country/TUN,1977,1893053863.2
country/TUN,1978,2452089136.6
country/TUN,1980,3217079839.2
country/TUN,1986,5282927557.0
country/TUN,1988,5953819022.0
country/TUN,1997,9334017038.0
country/TUN,1998,9495066455.4
country/TUN,1999,9479744438.0
country/TUN,2003,13240120776.6
country/TUN,2004,14599613036.8
country/TUN,2006,13585430738.7
country/TUN,2008,14634868714.2
country/TUN,2012,16706627183.1
country/TUN,2015,18142395684.6
country/TUN,2018,22577341487.0
country/TUN,2019,23750223435.3
country/TUR,1970,1846323200.2
country/TUR,1972,2470069347.9
country/TUR,1976,3647884289.8
country/TUR,1978,6489662075.5
country/TUR,1981,15272311774.6
country/TUR,1982,16095927709.2
country/TUR,1983,16070391416.4
country/TUR,1991,39828826639.5
country/TUR,1993,44063719966.0
country/TUR,1994,48436753455.6
country/TUR,1997,47448206111.2
country/TUR,1999,50143296287.5
country/TUR,2004,69775446874.7
country/TUR,2006,69901752003.3
country/TUR,2007,82687731716.2
country/TUR,2010,93280799218.1
country/TUR,2014,105590899584.9
country/TUR,2017,118562347955.7
country/TUR,2018,123161484980.4
country/TUR,2020,137652580217.7
country/TUR,2021,140645176652.5
country/TKM,1996,469589255.3
country/TKM,2004,1226597935.1
country/TKM,2012,6315347767.4
country/TKM,2013,8053577436.7
country/TKM,2014,7213731154.5
country/TKM,2017,8087914879.2
country/TKM,2019,6375949945.6
country/UGA,1971,161489392.7
country/UGA,1974,183403327.1
country/UGA,1977,257285821.0
country/UGA,1981,463977366.8
country/UGA,1984,698106973.6
country/UGA,1986,1111898777.3
country/UGA,1989,1861493665.7
country/UGA,1995,3089137116.0
country/UGA,1999,2994177472.7
country/UGA,2001,3304841244.1
country/UGA,2003,4150224637.9
country/UGA,2004,4417544312.8
country/UGA,2005,4208684834.6
country/UGA,2013,4064480909.0
country/UGA,2014,4212824558.2
country/UGA,2017,6889552105.4
country/UGA,2021,11973707473.7
country/UGA,1973,163281201.4
country/UGA,1982,541614048.3
country/UGA,1985,893049965.4
country/UGA,1988,1606751000.1
country/UGA,1997,3391080208.7
country/UGA,2000,3051302316.5
country/UGA,2006,1099379621.1
country/UGA,2009,2247244064.6
country/UGA,2010,2672930594.2
country/UGA,2011,2963297088.0
country/UGA,2015,4869311974.6
country/UGA,2018,7700546042.8
country/UGA,2019,8637863854.0
country/UGA,2020,11335397084.6
country/UKR,1995,6580507107.4
country/UKR,1996,6647547186.1
country/UKR,1997,7015156682.5
country/UKR,2004,10594627281.4
country/UKR,2005,10448169132.3
country/UKR,2007,16008180108.3
country/UKR,2010,25327041184.6
country/UKR,2020,42186120384.3
country/UKR,1992,453567959.6
country/UKR,1994,4809631466.1
country/UKR,1999,9595652615.7
country/UKR,2002,8277753500.4
country/UKR,2003,8896257481.2
country/UKR,2012,28729002227.1
country/UKR,2013,31582767707.9
country/UKR,2017,37237749212.8
country/UKR,2018,36988605157.9
country/UGA,1975,179799272.9
country/UGA,1976,203474247.1
country/UGA,1993,2614499753.3
country/UGA,2016,5445714582.5
country/UKR,1998,8975906874.2
country/UKR,2019,39187880427.2
country/UGA,1970,151654789.3
country/UGA,1972,166691069.2
country/UGA,1978,380215002.2
country/UGA,1979,509886582.9
country/UGA,1980,538280580.1
country/UGA,1983,604004664.5
country/UGA,1987,1601092094.7
country/UGA,1990,2177461373.5
country/UGA,1991,2299826400.5
country/UGA,1992,2448612469.6
country/UGA,1994,2885717198.0
country/UGA,1996,3177347145.3
country/UGA,1998,3401017242.6
country/UGA,2002,3564532076.7
country/UGA,2007,1570675716.4
country/UGA,2008,1780109736.0
country/UGA,2012,3478397236.1
country/UKR,1993,3682134092.6
country/UKR,2000,8147589475.3
country/UKR,2001,8104465918.4
country/UKR,2006,12121613447.8
country/UKR,2008,15904018415.0
country/UKR,2009,19010555410.5
country/UKR,2011,27037470278.0
country/UKR,2014,33896706392.8
country/UKR,2015,33540840598.4
country/UKR,2016,34288709391.0
country/UKR,2021,44628419799.4
country/UZB,1995,1417205093.1
country/UZB,1999,3575455212.6
country/UZB,2001,3896923990.1
country/UZB,2003,4147857718.8
country/UZB,2007,3179418808.7
country/UZB,2009,3268818124.3
country/UZB,2010,3423121328.6
country/UZB,2017,7203529090.0
country/UZB,2018,9285224132.0
country/UZB,2004,4107144547.1
country/UZB,2005,3625891140.9
country/UZB,2014,4656018907.3
country/UZB,2019,12792773127.9
country/UZB,1992,59702042.9
country/UZB,1993,939492376.2
country/UZB,1998,2668839179.6
country/UZB,2000,3765629046.8
country/UZB,2002,4004694773.6
country/UZB,2006,3318304045.4
country/UZB,2011,3755785079.8
country/UZB,2013,4218072104.1
country/UZB,2015,5550247131.9
country/UZB,2016,6233159444.6
country/UZB,1994,952426534.1
country/UZB,1996,1993607819.0
country/UZB,1997,2120537742.2
country/UZB,2008,3188485002.4
country/UZB,2012,3946422375.0
country/UZB,2020,17351303354.5
country/UZB,2021,20148023026.3
country/VUT,1984,4939707.6
country/VUT,1988,15278350.6
country/VUT,1990,28617710.6
country/VUT,1992,35397064.6
country/VUT,1995,43945486.7
country/VUT,1996,42879676.1
country/VUT,1997,39734564.0
country/VUT,1999,64510938.2
country/VUT,2001,70221022.7
country/VUT,2003,81974338.5
country/VUT,2009,98807675.1
country/VUT,2010,102604923.8
country/VUT,2011,106470691.8
country/VUT,2013,109735863.1
country/VUT,2017,287597526.2
country/VUT,2019,362010580.0
country/VUT,1981,3008900.0
country/VUT,1985,6762868.4
country/VUT,1989,20815049.9
country/VUT,1993,37189501.8
country/VUT,1994,40581300.9
country/VUT,1998,55167377.7
country/VUT,2006,72005342.0
country/VUT,2014,98934912.8
country/VUT,2015,171979037.2
country/VUT,2016,210859016.0
country/VUT,1982,4077203.2
country/VUT,1986,8237361.2
country/VUT,1987,13649703.4
country/VUT,2002,76469297.0
country/VUT,2005,71887916.0
country/VUT,2007,78074135.7
country/VUT,1983,3619149.0
country/VUT,1991,33629375.1
country/VUT,2000,73069673.3
country/VUT,2004,83559229.0
country/VUT,2008,89712945.9
country/VUT,2012,105211262.4
country/VUT,2018,313804791.3
country/VUT,2020,386742218.8
country/VUT,2021,412353990.8
country/VNM,1983,52564000.0
country/VNM,1986,65794000.0
country/VNM,1989,19185383025.4
country/VNM,1995,21833945554.2
country/VNM,1996,22017237691.5
country/VNM,1998,19928031614.4
country/VNM,2007,18501921674.2
country/VNM,2010,32798783643.7
country/VNM,2011,36786369298.5
country/VNM,2012,39972885494.9
country/VNM,2014,44834664297.2
country/VNM,2015,46366875359.6
country/VNM,2016,48038690025.2
country/VNM,2020,52200014351.0
country/VNM,1987,65197000.0
country/VNM,1992,21705799222.6
country/VNM,1993,21655723398.8
country/VNM,1997,19036691511.4
country/VNM,1999,20532481793.6
country/VNM,2000,11639842786.4
country/VNM,2001,11487881697.1
country/VNM,2003,14361148270.9
country/VNM,2004,15591900897.5
country/VNM,2018,52115474608.1
country/VNM,2021,48535744273.5
country/VNM,1982,42766000.0
country/VNM,1984,54570000.0
country/VNM,1985,61267000.0
country/VNM,2002,12218370035.4
country/VNM,2005,16281590959.5
country/VNM,2009,27381286572.1
country/VNM,2013,42969534547.7
country/VNM,1981,25579000.0
country/VNM,1988,493237000.0
country/VNM,1990,21378096806.3
country/VNM,1991,21360489003.2
country/VNM,1994,21909884125.8
country/VNM,2006,16057033391.3
country/VNM,2008,22098606301.2
country/VNM,2017,51790452699.9
country/VNM,2019,51782471861.8
country/YEM,1974,311995628.1
country/YEM,1983,2492726305.3
country/YEM,1986,3440850696.5
country/YEM,1993,5363175373.6
country/YEM,1998,5277601398.5
country/YEM,2005,4814002394.9
country/YEM,2007,5524345612.8
country/YEM,2008,5695551276.9
country/YEM,2015,6476660913.3
country/YEM,2021,6107650687.0
country/YEM,1975,351635332.8
country/YEM,1982,2146213611.6
country/YEM,1985,2968422310.1
country/YEM,1994,5487967242.9
country/YEM,2001,4351977023.2
country/YEM,2002,4571726624.8
country/YEM,2003,4816297928.6
country/YEM,2006,5098748866.4
country/YEM,2017,6316885577.2
country/YEM,1977,542895908.1
country/YEM,1978,737667306.6
country/YEM,1979,947453119.4
country/YEM,1981,1813874808.0
country/YEM,1988,4395725505.0
country/YEM,1990,5162318822.8
country/YEM,1997,3477028747.8
country/YEM,2000,4109003207.7
country/YEM,2009,5875380196.0
country/YEM,2012,6942115606.1
country/YEM,1971,41815506.2
country/YEM,1972,85158610.5
country/YEM,1973,222062210.8
country/YEM,1976,418670139.2
country/YEM,1980,1454893287.5
country/YEM,1984,2585040023.8
country/YEM,1987,4060665975.3
country/YEM,1989,4645197520.5
country/YEM,1991,5257507398.1
country/YEM,1992,5255368393.5
country/YEM,1995,5561789325.7
country/YEM,1996,5659907260.4
country/YEM,1999,4271506364.0
country/YEM,2004,4882648206.6
country/YEM,2010,5944744525.7
country/YEM,2011,5887842504.5
country/YEM,2013,6924480065.5
country/YEM,2014,6861844490.7
country/YEM,2016,6322415766.8
country/YEM,2018,6205138005.7
country/YEM,2019,6188033657.6
country/YEM,2020,6251311659.2
country/ZMB,1972,677269149.4
country/ZMB,1979,1811342334.4
country/ZMB,1983,2500314905.4
country/ZMB,1984,2543907151.1
country/ZMB,1990,4541136917.5
country/ZMB,1994,5180462915.9
country/ZMB,1997,5251475347.6
country/ZMB,2003,5572569114.7
country/ZMB,2006,861758139.9
country/ZMB,2008,1057459416.1
country/ZMB,2011,1785784242.7
country/ZMB,2014,4795544195.4
country/ZMB,2016,7060037275.0
country/ZMB,1974,808254084.0
country/ZMB,1976,1294590442.1
